CityID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
161,Taman,RU,45.2117,36.7161,60.26,63,0,12.59,clear sky
162,Dmitriyevka,RU,54.75,55.3333,40.55,81,100,12.06,overcast clouds
163,Kurchum,KZ,48.5722,83.6542,39.79,84,15,7.05,few clouds
164,Kahului,US,20.8947,-156.47,84.22,63,20,5.75,few clouds
165,Reitz,ZA,-27.8014,28.4273,62.92,60,51,0.65,broken clouds
166,Klaksvik,FO,62.2266,-6.589,41.92,66,98,7.87,overcast clouds
167,Esperance,AU,-33.8667,121.9,50.38,89,0,10.2,clear sky
168,Novoagansk,RU,61.9449,76.6625,38.37,83,100,9.04,overcast clouds
169,Breyten,ZA,-26.3018,29.987,56.34,82,100,5.03,light rain
170,Deniliquin,AU,-35.5333,144.9667,48.78,95,43,7.74,scattered clouds
171,Nikolskoye,RU,59.7035,30.7861,46.29,87,100,7.9,overcast clouds
172,Youhao,CN,47.8667,128.8333,27.9,63,0,4.03,clear sky
173,Saskylakh,RU,71.9167,114.0833,14.29,92,100,10.22,overcast clouds
174,Dalvik,IS,65.9702,-18.5286,42.73,79,100,11.65,overcast clouds
175,Cidreira,BR,-30.1811,-50.2056,65.12,94,100,16.2,overcast clouds
176,Constitucion,CL,-35.3333,-72.4167,59.65,62,84,8.41,broken clouds
177,Tooele,US,40.5308,-112.2983,72.23,34,0,6.91,clear sky
178,Mpanda,TZ,-6.3655,31.0409,77.07,43,76,3.15,broken clouds
179,Caravelas,BR,-17.7125,-39.2481,79.75,62,19,9.55,few clouds
180,Adrar,MR,20.5022,-10.0711,92.64,11,100,9.17,overcast clouds
181,Turan,VN,16.0678,108.2208,73.38,78,75,9.22,broken clouds
182,Tazovskiy,RU,67.4667,78.7,36.01,92,100,15.86,overcast clouds
183,Mazyr,BY,52.0495,29.2456,54.21,85,100,7.31,overcast clouds
184,Orlik,RU,52.5178,99.825,25.03,82,41,1.01,scattered clouds
185,Lagoa,PT,39.05,-27.9833,64.17,50,100,31.32,overcast clouds
186,Kirkwall,GB,58.9848,-2.9587,48.25,76,100,9.22,overcast clouds
187,Saint-Joseph,RE,-21.3667,55.6167,66.58,77,37,9.57,scattered clouds
188,Devils Lake,US,48.1128,-98.8651,41.11,29,0,5.01,clear sky
189,Coahuayana,MX,18.7333,-103.6833,84.2,70,100,2.8,overcast clouds
190,Curup,ID,-3.4667,102.5333,67.48,97,100,1.43,moderate rain
191,Harper,LR,4.375,-7.7169,77.63,86,76,5.97,broken clouds
192,Mar Del Plata,AR,-38.0023,-57.5575,62.62,84,20,19.57,few clouds
193,Limbang,MY,4.75,115.0,77.11,97,100,2.62,moderate rain
194,Mtimbira,TZ,-8.7833,36.35,77.13,48,2,6.04,clear sky
195,Weihe,CN,32.9952,105.3247,52.18,92,100,3.89,overcast clouds
196,Khani,GE,41.9563,42.9566,53.17,78,0,5.5,clear sky
197,Ampanihy,MG,-24.7,44.75,69.31,77,5,12.57,clear sky
198,Port Hardy,CA,50.6996,-127.4199,64.58,68,40,14.97,scattered clouds
199,Vao,NC,-22.6667,167.4833,71.53,68,100,13.51,overcast clouds
200,Tucuman,AR,-26.8241,-65.2226,64.4,72,100,0.0,overcast clouds
201,Palmas,BR,-10.2128,-48.3603,96.67,32,40,6.91,scattered clouds
202,Tambaram,IN,12.9299,80.1118,83.95,84,40,3.44,mist
203,Kudahuvadhoo,MV,2.6708,72.8944,81.0,71,100,12.03,overcast clouds
204,Tromso,NO,69.6496,18.957,37.42,87,75,5.75,light rain
205,Trat,TH,12.5,102.5,81.88,84,100,4.99,overcast clouds
206,Nanortalik,GL,60.1432,-45.2371,40.1,82,100,10.76,overcast clouds
207,Portland,US,45.5234,-122.6762,70.95,73,0,1.99,clear sky
208,Abu Dhabi,AE,24.4667,54.3667,87.82,76,0,4.61,clear sky
209,Abonnema,NG,4.7084,6.7931,77.29,84,100,7.05,overcast clouds
210,Tshikapa,CD,-6.4167,20.8,71.28,91,100,0.47,overcast clouds
211,Beringovskiy,RU,63.05,179.3167,39.27,90,100,28.25,light rain
212,Seoul,KR,37.5683,126.9778,42.24,93,0,1.14,clear sky
213,Ormara,PK,25.2088,64.6357,80.35,73,94,8.28,overcast clouds
214,Kloulklubed,PW,7.0419,134.2556,75.7,72,100,13.09,overcast clouds
215,Bac Lieu,VN,9.285,105.7244,77.77,87,88,4.65,overcast clouds
216,Belyy Yar,RU,53.6039,91.3903,37.85,81,0,8.95,clear sky
217,Kyshtovka,RU,56.555,76.6271,39.33,89,98,7.05,overcast clouds
218,Ahuimanu,US,21.4447,-157.8378,82.62,62,0,3.44,clear sky
219,Sisimiut,GL,66.9395,-53.6735,36.46,98,100,6.31,moderate rain
220,Roma,US,43.2128,-75.4557,52.95,61,100,1.01,overcast clouds
221,Kenai,US,60.5544,-151.2583,44.15,89,40,16.11,scattered clouds
222,Sola,VU,-13.8833,167.55,80.92,77,21,14.76,few clouds
223,Del Rio,US,29.3627,-100.8968,64.8,39,75,3.44,broken clouds
224,Henties Bay,NA,-22.116,14.2845,59.85,86,4,5.35,clear sky
225,Iqaluit,CA,63.7506,-68.5145,26.33,73,75,17.27,shower rain
226,Filingue,NE,14.3521,3.3168,92.7,14,12,7.07,few clouds
227,Paamiut,GL,61.994,-49.6678,37.63,92,100,13.04,light rain
228,Sorland,NO,67.667,12.6934,46.26,63,100,14.47,overcast clouds
229,Siaya,KE,0.0612,34.2882,64.4,83,100,3.02,light rain
230,Launceston,AU,-41.45,147.1667,41.81,93,15,4.61,fog
231,Lyuban,BY,52.7985,28.0048,56.55,87,100,4.92,overcast clouds
232,Tocopilla,CL,-22.092,-70.1979,66.07,63,21,7.34,few clouds
233,Tacuarembo,UY,-31.7333,-55.9833,67.17,79,100,11.05,overcast clouds
234,Suntar,RU,62.1444,117.6319,30.16,86,100,6.58,overcast clouds
235,Kavaratti,IN,10.5669,72.642,79.02,80,100,20.45,overcast clouds
236,Isangel,VU,-19.55,169.2667,75.04,86,29,10.33,scattered clouds
237,Verkhnevilyuysk,RU,63.4453,120.3167,23.54,96,100,2.48,overcast clouds
238,Ponta Do Sol,PT,32.6667,-17.1,74.03,75,92,7.36,overcast clouds
239,Kalmunai,LK,7.4167,81.8167,80.08,79,100,5.73,overcast clouds
240,Morondava,MG,-20.2833,44.2833,77.56,81,12,12.41,few clouds
241,Ligayan,PH,4.6533,119.4706,82.94,71,100,2.59,light rain
242,Hithadhoo,MV,-0.6,73.0833,81.27,70,100,6.29,overcast clouds
243,Kununurra,AU,-15.7667,128.7333,78.78,83,79,3.44,broken clouds
244,Bolekhiv,UA,49.0661,23.8643,52.48,80,100,7.18,overcast clouds
245,Beloha,MG,-25.1667,45.05,69.44,76,7,20.11,clear sky
246,Verkhovazhye,RU,60.7472,42.0465,40.37,86,100,5.39,overcast clouds
247,Honiara,SB,-9.4333,159.95,76.59,85,71,4.25,broken clouds
248,Hailar,CN,49.2,119.7,29.62,39,100,9.19,overcast clouds
249,Muhos,FI,64.808,25.9931,38.98,92,29,5.06,scattered clouds
250,Constantine,DZ,36.365,6.6147,69.21,56,0,8.05,clear sky
251,The Valley,AI,18.217,-63.0578,87.66,74,20,9.22,few clouds
252,Grindavik,IS,63.8424,-22.4338,44.55,81,100,11.5,overcast clouds
253,Pangody,RU,65.85,74.4859,38.26,96,100,18.57,overcast clouds
254,Yangambi,CD,0.8102,24.4336,77.05,71,100,1.03,overcast clouds
255,Chuy,UY,-33.6971,-53.4616,62.78,79,100,15.03,overcast clouds
256,Brusque,BR,-27.0981,-48.9175,70.61,98,100,0.13,light rain
257,Ewa Beach,US,21.3156,-158.0072,82.85,55,0,3.44,clear sky
258,Pergamino,AR,-33.89,-60.5736,73.18,51,99,12.46,overcast clouds
259,Pangnirtung,CA,66.1451,-65.7125,24.8,68,75,8.05,broken clouds
260,Katobu,ID,-4.9408,122.5276,75.38,93,88,2.1,overcast clouds
261,Cassilandia,BR,-19.1133,-51.7342,94.59,22,95,9.6,overcast clouds
262,San Patricio,US,28.017,-97.5169,66.18,26,100,10.8,overcast clouds
263,Fare,PF,-16.7,-151.0167,77.02,79,39,17.27,light rain
264,Berlevag,NO,70.8578,29.0864,39.15,87,75,26.46,broken clouds
265,Sao Joao Da Barra,BR,-21.6403,-41.0511,82.49,80,14,15.99,few clouds
266,La Ronge,CA,55.1001,-105.2842,61.05,31,75,4.61,broken clouds
267,Ilulissat,GL,69.2167,-51.1,35.62,93,100,6.91,light rain
268,Hit,IQ,33.6416,42.8251,82.49,19,0,5.06,clear sky
269,Matara,LK,5.9485,80.5353,75.99,91,100,10.83,overcast clouds
270,Bo Phloi,TH,14.3236,99.5161,71.64,84,99,6.46,overcast clouds
271,Port-Gentil,GA,-0.7193,8.7815,80.56,83,40,11.5,scattered clouds
272,Lingig,PH,8.0389,126.4125,77.23,91,100,3.56,heavy intensity rain
273,Tshane,BW,-24.0196,21.8684,72.64,33,91,8.14,overcast clouds
274,Bose,IT,45.4612,8.0137,65.73,81,0,3.4,clear sky
275,Pitsunda,GE,43.1592,40.3378,60.98,79,0,3.94,clear sky
276,Kyren,RU,51.6828,102.1408,35.55,76,90,0.69,overcast clouds
277,Beyla,GN,8.6833,-8.6333,73.2,82,95,2.01,overcast clouds
278,Ratnagiri,IN,16.9833,73.3,78.6,87,99,4.29,overcast clouds
279,Port Elizabeth,ZA,-33.918,25.5701,70.11,88,75,8.05,broken clouds
280,Galesong,ID,-5.3166,119.3661,75.22,83,100,7.56,moderate rain
281,Trindade,BR,-16.6494,-49.4889,92.95,14,12,3.4,few clouds
282,Roebourne,AU,-20.7833,117.1333,72.64,68,0,6.8,light rain
283,Waiouru,NZ,-39.4833,175.6667,40.78,75,96,6.44,overcast clouds
284,Anuradhapura,LK,8.3565,80.4173,76.48,89,100,9.08,overcast clouds
285,Alofi,NU,-19.0595,-169.9187,76.89,78,100,9.22,overcast clouds
286,Copperas Cove,US,31.1241,-97.9031,67.35,27,75,11.5,broken clouds
287,Gat,IL,31.61,34.7642,74.08,100,3,4.29,clear sky
288,Anadyr,RU,64.75,177.4833,37.9,93,100,33.55,light rain
289,Alta Floresta,BR,-9.8756,-56.0861,87.62,55,40,3.44,scattered clouds
290,Marawi,PH,7.9986,124.2928,69.89,94,100,1.12,overcast clouds
291,Ishigaki,JP,24.3448,124.1572,73.53,73,100,21.85,overcast clouds
292,Rehoboth,NA,-23.3167,17.0833,75.47,22,8,9.31,clear sky
293,Parfenyevo,RU,58.484,43.4088,42.51,91,100,6.49,light rain
294,Dakar,SN,14.6937,-17.4441,86.13,70,20,6.91,few clouds
295,Teya,RU,60.3778,92.6267,29.35,98,98,2.46,overcast clouds
296,Nokaneng,BW,-19.6667,22.2667,69.73,58,99,10.38,light rain
297,Dharangaon,IN,21.0167,75.2667,77.79,78,100,6.71,overcast clouds
298,Oparino,RU,59.8518,48.2783,38.62,93,100,2.62,overcast clouds
299,Horizontina,BR,-27.6258,-54.3078,74.17,66,48,7.7,scattered clouds
300,Mohgaon,IN,21.65,78.7167,70.5,86,3,4.23,clear sky
301,Cherskiy,RU,68.75,161.3,-1.05,95,100,6.35,overcast clouds
302,Victoria,HK,22.2855,114.1577,72.32,57,100,15.01,overcast clouds
303,Baghdad,IQ,33.3406,44.4009,75.11,33,2,3.44,clear sky
304,Lotoshino,RU,56.2267,35.6414,44.33,80,100,8.21,overcast clouds
305,Turukhansk,RU,65.8167,87.9833,32.04,99,100,8.25,light snow
306,Zhigansk,RU,66.7697,123.3711,14.41,93,100,7.07,overcast clouds
307,Nome,US,64.5011,-165.4064,35.67,87,100,0.0,overcast clouds
308,Gushikawa,JP,26.3544,127.8686,72.63,69,75,12.66,broken clouds
309,Bouar,CF,5.934,15.596,65.86,94,81,3.36,light rain
310,Champerico,GT,14.3,-91.9167,90.14,74,100,5.95,overcast clouds
311,Jacksonville,US,30.3322,-81.6556,76.05,39,75,14.97,broken clouds
312,Nabire,ID,-3.3667,135.4833,74.71,93,100,2.57,overcast clouds
313,Rafraf,TN,37.1904,10.1837,71.91,74,1,9.93,clear sky
314,Zhangye,CN,38.9342,100.4517,50.88,22,5,5.19,clear sky
315,Saint-Augustin,CA,51.226,-58.6502,55.72,69,100,4.34,overcast clouds
316,Saint George,US,37.1041,-113.5841,76.95,24,0,4.61,clear sky
317,Kalianget,ID,-7.05,113.9333,79.47,82,100,2.26,heavy intensity rain
318,Challapata,BO,-18.9,-66.7667,62.51,15,7,10.56,clear sky
319,Big Rapids,US,43.6981,-85.4837,39.33,93,100,10.36,light rain
320,Yumen,CN,40.2833,97.2,48.47,15,81,5.3,broken clouds
321,Bosaso,SO,11.2842,49.1816,80.85,65,2,5.5,clear sky
322,Vieux-Habitants,GP,16.0589,-61.7659,85.57,68,2,8.1,clear sky
323,Ust-Barguzin,RU,53.45,108.9833,37.69,85,97,6.29,overcast clouds
324,Texas City,US,29.3838,-94.9027,68.11,42,0,16.11,clear sky
325,Anage,BR,-14.6122,-41.1356,83.71,39,99,6.02,overcast clouds
326,Mae Hong Son,TH,19.3003,97.9685,67.5,84,2,2.35,clear sky
327,Illapel,CL,-31.6308,-71.1653,67.98,37,0,9.19,clear sky
328,Russell,US,32.3502,-85.1999,58.15,26,0,12.66,clear sky
329,Praya,CV,14.9215,-23.5087,81.14,83,20,13.8,few clouds
330,Maine-Soroa,NE,13.2114,12.0241,88.02,18,6,8.41,clear sky
331,Loa Janan,ID,-0.583,117.095,74.05,99,100,0.87,overcast clouds
332,Vanimo,PG,-2.6741,141.3028,77.76,89,100,5.59,overcast clouds
333,Antofagasta,CL,-23.65,-70.4,61.88,67,19,8.32,few clouds
334,Tumut,AU,-35.3,148.2167,51.1,81,19,3.49,few clouds
335,Stornoway,GB,58.2093,-6.3865,49.96,84,20,11.5,few clouds
336,Zhuji,CN,29.7188,120.2423,47.98,85,0,1.23,clear sky
337,Coihaique,CL,-45.5752,-72.0662,69.75,16,0,8.05,clear sky
338,Orange Walk,BZ,17.8333,-88.8333,91.67,53,89,3.65,overcast clouds
339,Svirstroy,RU,60.7999,33.7248,41.41,97,98,2.66,overcast clouds
340,Shahpura,IN,27.3833,75.9667,73.36,42,0,4.12,clear sky
341,Dusti,TJ,37.3481,68.664,67.17,36,100,1.72,overcast clouds
342,Araouane,ML,18.9048,-3.5265,91.87,12,86,10.02,overcast clouds
343,Hirara,JP,24.8,125.2833,74.75,70,100,29.04,overcast clouds
344,Tutoia,BR,-2.7619,-42.2744,82.98,70,10,15.5,clear sky
345,Salvador,SV,13.8333,-88.9167,82.44,61,73,1.25,broken clouds
346,Praia,CV,14.9215,-23.5087,81.14,83,20,13.8,few clouds
347,Immokalee,US,26.4187,-81.4173,81.97,81,100,12.33,overcast clouds
